31,EA19,2015,338471000;
31,EE,2015,1313271;
31,EEA30,2015,509758499;
31,EEA31,2015,513983815;
31,EFTA,2015,13770625;
31,EL,2015,10858018;
31,ES,2015,46449565;
31,EU27,2015,504225540;
31,EU28,2015,508450856;
31,FI,2015,5471753;
31,FR,2015,66415161;
31,HR,2015,4225316;
31,HU,2015,9855571;
31,IE,2015,4628949;
31,IS,2015,329100;
31,IT,2015,60795612;
31,LI,2015,37366;
31,LT,2015,2921262;
31,LU,2015,562958;
31,LV,2015,1986096;
31,ME,2015,622099;
31,MK,2015,2069172;
31,MT,2015,429344;
31,NL,2015,16900726;
31,NO,2015,5166493;
31,PL,2015,38005614;
31,PT,2015,10374822;
31,RO,2015,19870647;
31,RS,2015,7114393;
31,SE,2015,9747355;
31,SI,2015,2062874;
31,SK,2015,5421349;
31,TR,2015,77695904;
31,UK,2015,64875165;
32,AL,2015,2893005;
32,AT,2015,8576261;
32,BE,2015,11258434;
32,BG,2015,7202198;
32,CH,2015,8237666;
32,CY,2015,847008;
32,CZ,2015,10538275;
32,DE,2015,81197537;
32,DE_TOT,2015,81197537;
32,DK,2015,5659715;
32,EA18,2015,335549738;
32,EA19,2015,338471000;
32,EE,2015,1313271;
32,EEA30,2015,509758499;
32,EEA31,2015,513983815;
32,EFTA,2015,13770625;
32,EL,2015,10858018;
32,ES,2015,46449565;
32,EU27,2015,504225540;
32,EU28,2015,508450856;
32,FI,2015,5471753;
32,FR,2015,66415161;
32,HR,2015,4225316;
32,HU,2015,9855571;
32,IE,2015,4628949;
32,IS,2015,329100;
32,IT,2015,60795612;
32,LI,2015,37366;
32,LT,2015,2921262;
32,LU,2015,562958;
32,LV,2015,1986096;
32,ME,2015,622099;
32,MK,2015,2069172;
32,MT,2015,429344;
32,NL,2015,16900726;
32,NO,2015,5166493;
32,PL,2015,38005614;
32,PT,2015,10374822;
32,RO,2015,19870647;
32,RS,2015,7114393;
32,SE,2015,9747355;
32,SI,2015,2062874;
32,SK,2015,5421349;
32,TR,2015,77695904;
32,UK,2015,64875165;
33,AL,2015,2893005;
33,AT,2015,8576261;
33,BE,2015,11258434;
33,BG,2015,7202198;
33,CH,2015,8237666;
33,CY,2015,847008;
33,CZ,2015,10538275;
33,DE,2015,81197537;
33,DE_TOT,2015,81197537;
33,DK,2015,5659715;
33,EA18,2015,335549738;
33,EA19,2015,338471000;
33,EE,2015,1313271;
33,EEA30,2015,509758499;
33,EEA31,2015,513983815;
33,EFTA,2015,13770625;
33,EL,2015,10858018;
33,ES,2015,46449565;
33,EU27,2015,504225540;
33,EU28,2015,508450856;
33,FI,2015,5471753;
33,FR,2015,66415161;
33,HR,2015,4225316;
33,HU,2015,9855571;
33,IE,2015,4628949;
33,IS,2015,329100;
33,IT,2015,60795612;
33,LI,2015,37366;
33,LT,2015,2921262;
33,LU,2015,562958;
33,LV,2015,1986096;
33,ME,2015,622099;
33,MK,2015,2069172;
33,MT,2015,429344;
33,NL,2015,16900726;
33,NO,2015,5166493;
33,PL,2015,38005614;
33,PT,2015,10374822;
33,RO,2015,19870647;
33,RS,2015,7114393;
33,SE,2015,9747355;
33,SI,2015,2062874;
33,SK,2015,5421349;
33,TR,2015,77695904;
33,UK,2015,64875165;
34,AL,2015,2893005;
34,AT,2015,8576261;
34,BE,2015,11258434;
34,BG,2015,7202198;
34,CH,2015,8237666;
34,CY,2015,847008;
34,CZ,2015,10538275;
34,DE,2015,81197537;
34,DE_TOT,2015,81197537;
34,DK,2015,5659715;
34,EA18,2015,335549738;
