1,AD,0
1,AD,18
1,AD,36
1,AD,54
1,AD,72
1,AD,90
1,AD,108
1,AD,126
1,AD,144
1,AD,162
1,AD,180
1,AD,198
1,AD,216
1,AD,234
1,AD,252
1,AD,270
1,AD,288
1,AD,306
1,AD,324
1,AD,342
1,AD,360
1,AD,378
1,AD,396
1,AD,414
1,AD,432
1,AD,450
1,AD,468
1,AD,486
1,AL,504
1,AL,524
1,AL,544
1,AL,564
1,AL,584
1,AL,604
1,AL,624
1,AL,644
1,AL,664
1,AL,684
1,AL,704
1,AL,724
1,AL,744
1,AL,764
1,AL,784
1,AL,804
1,AL,824
1,AL,844
1,AL,864
1,AL,884
1,AL,904
1,AL,924
1,AL,944
1,AL,964
1,AL,984
1,AL,1004
1,AL,1024
1,AL,1044
1,AL,1064
1,AL,1084
1,AL,1104
1,AL,1124
1,AL,1144
1,AL,1164
1,AL,1184
1,AL,1204
1,AL,1224
1,AL,1244
1,AL,1264
1,AL,1284
1,AL,1304
1,AL,1324
1,AL,1344
1,AL,1364
1,AL,1384
1,AL,1404
1,AL,1424
1,AL,1444
1,AL,1464
1,AL,1484
1,AL,1504
1,AL,1524
1,AL,1544
1,AM,1564
1,AM,1584
1,AM,1604
1,AM,1624
1,AM,1644
1,AM,1664
1,AM,1684
1,AM,1704
1,AM,1724
1,AM,1744
1,AM,1764
1,AM,1784
1,AM,1804
1,AT,1824
1,AT,1844
1,AT,1864
1,AT,1884
1,AT,1904
1,AT,1924
1,AT,1944
1,AT,1964
1,AT,1984
1,AT,2004
1,AT,2024
1,AT,2044
1,AT,2064
1,AT,2084
1,AT,2104
1,AT,2124
1,AT,2144
1,AT,2164
1,AT,2184
1,AT,2204
1,AT,2224
1,AT,2244
1,AT,2264
1,AT,2284
1,AT,2304
1,AT,2324
1,AT,2344
1,AT,2364
1,AT,2384
1,AT,2404
1,AT,2424
1,AT,2444
1,AT,2464
1,AT,2484
1,AT,2504
1,AT,2524
1,AT,2544
1,AT,2564
1,AT,2584
1,AT,2604
1,AT,2624
1,AT,2644
1,AT,2664
1,AT,2684
1,AT,2704
1,AT,2724
1,AT,2744
1,AT,2764
1,AT,2784
1,AT,2804
1,AT,2824
1,AT,2844
1,AT,2864
1,AT,2884
1,AT,2904
1,AT,2924
1,AZ,2944
1,AZ,2964
1,AZ,2984
1,AZ,3004
1,AZ,3024
1,AZ,3044
1,AZ,3064
1,AZ,3084
1,AZ,3104
1,AZ,3124
1,AZ,3144
1,AZ,3164
1,AZ,3184
1,AZ,3204
1,AZ,3224
1,BA,3244
1,BA,3264
1,BA,3284
1,BA,3304
1,BA,3324
1,BA,3344
1,BA,3364
1,BA,3384
1,BA,3404
1,BA,3424
1,BA,3444
1,BA,3464
1,BA,3484
1,BA,3504
1,BA,3524
1,BA,3544
1,BA,3564
1,BA,3584
1,BA,3604
1,BA,3624
1,BA,3644
1,BA,3664
1,BA,3684
1,BA,3704
1,BA,3724
1,BA,3744
1,BA,3764
1,BA,3784
1,BA,3804
1,BA,3824
1,BA,3844
1,BA,3864
1,BA,3884
1,BA,3904
1,BA,3924
1,BA,3944
1,BA,3964
1,BA,3984
1,BA,4004
1,BA,4024
1,BA,4044
1,BA,4064
1,BA,4084
1,BA,4104
1,BA,4124
1,BA,4144
1,BA,4164
1,BE,4184
1,BE,4205
1,BE,4226
1,BE,4247
1,BE,4268
1,BE,4289
1,BE,4310
1,BE,4331
1,BE,4352
1,BE,4373
1,BE,4394
1,BE,4415
1,BE,4436
1,BE,4457
1,BE,4478
1,BE,4499
1,BE,4520
1,BE,4541
1,BE,4562
1,BE,4583
1,BE,4604
1,BE,4625
1,BE,4646
1,BE,4667
1,BE,4688
1,BE,4708
1,BE,4728
1,BE,4748
1,BE,4768
1,BE,4788
1,BE,4808
1,BE,4828
1,BE,4848
1,BE,4868
1,BE,4888
1,BE,4908
1,BE,4928
1,BE,4948
1,BE,4968
1,BE,4988
1,BE,5008
1,BE,5028
1,BE,5048
1,BE,5068
1,BE,5088
1,BE,5108
1,BE,5128
1,BE,5148
1,BE,5168
1,BE,5188
1,BE,5208
1,BE,5228
1,BE,5248
1,BE,5268
1,BE,5288
1,BE,5308
1,BG,5328
1,BG,5348
1,BG,5368
1,BG,5388
1,BG,5408
1,BG,5428
1,BG,5448
1,BG,5468
1,BG,5488
1,BG,5508
1,BG,5528
1,BG,5548
1,BG,5568
1,BG,5588
1,BG,5608
1,BG,5628
1,BG,5648
1,BG,5668
1,BG,5688
1,BG,5708
1,BG,5728
1,BG,5748
1,BG,5768
1,BG,5788
1,BG,5808
1,BG,5828
1,BG,5848
1,BG,5868
1,BG,5888
1,BG,5908
1,BG,5928
1,BG,5948
1,BG,5968
1,BG,5988
1,BG,6008
1,BG,6028
1,BG,6048
1,BG,6068
1,BG,6088
1,BG,6108
1,BG,6128
1,BG,6148
1,BG,6168
1,BG,6188
1,BG,6208
1,BG,6228
1,BG,6248
1,BG,6268
1,BG,6288
1,BG,6308
1,BG,6328
1,BG,6348
1,BG,6368
1,BG,6388
1,BG,6408
1,BG,6428
1,BY,6448
1,BY,6468
1,BY,6488
1,BY,6508
1,BY,6528
1,BY,6548
1,BY,6568
1,BY,6588
1,BY,6608
1,BY,6628
1,BY,6648
1,BY,6668
1,BY,6688
1,BY,6708
1,BY,6728
1,CH,6749
1,CH,6769
1,CH,6789
1,CH,6809
1,CH,6829
1,CH,6849
1,CH,6869
1,CH,6889
1,CH,6909
1,CH,6929
1,CH,6949
1,CH,6969
1,CH,6989
1,CH,7009
1,CH,7029
1,CH,7049
1,CH,7069
1,CH,7089
1,CH,7109
1,CH,7129
1,CH,7149
1,CH,7169
1,CH,7189
1,CH,7209
1,CH,7229
1,CH,7249
1,CH,7269
1,CH,7289
1,CH,7309
1,CH,7329
1,CH,7349
1,CH,7369
1,CH,7389
1,CH,7409
1,CH,7429
1,CH,7449
1,CH,7469
1,CH,7489
1,CH,7509
1,CH,7529
1,CH,7549
1,CH,7569
1,CH,7589
1,CH,7609
1,CH,7629
1,CH,7649
1,CH,7669
1,CH,7689
1,CH,7709
1,CH,7729
1,CH,7749
1,CH,7769
1,CH,7789
1,CH,7809
1,CH,7829
1,CH,7849
1,CY,7869
1,CY,7888
1,CY,7907
1,CY,7926
1,CY,7945
1,CY,7964
1,CY,7983
1,CY,8002
1,CY,8021
1,CY,8040
1,CY,8059
1,CY,8078
1,CY,8097
1,CY,8116
1,CY,8135
1,CY,8154
1,CY,8173
1,CY,8192
1,CY,8211
1,CY,8230
1,CY,8249
1,CY,8268
1,CY,8287
1,CY,8306
1,CY,8325
1,CY,8344
1,CY,8363
1,CY,8382
1,CY,8401
1,CY,8420
1,CY,8439
1,CY,8458
1,CY,8477
1,CY,8496
1,CY,8515
1,CY,8534
1,CY,8553
1,CY,8572
1,CY,8591
1,CY,8610
1,CY,8629
1,CY,8648
1,CY,8667
1,CY,8686
1,CY,8705
1,CY,8724
1,CY,8743
1,CY,8762
1,CY,8781
1,CY,8800
1,CY,8819
1,CY,8838
1,CY,8857
1,CY,8876
1,CY,8895
1,CY,8914
1,CZ,8933
1,CZ,8954
1,CZ,8975
1,CZ,8996
1,CZ,9017
1,CZ,9038
1,CZ,9059
1,CZ,9080
1,CZ,9101
1,CZ,9122
1,CZ,9143
1,CZ,9164
1,CZ,9185
1,CZ,9206
1,CZ,9227
1,CZ,9248
1,CZ,9269
1,CZ,9290
1,CZ,9311
1,CZ,9332
1,CZ,9353
1,CZ,9374
1,CZ,9395
1,CZ,9416
1,CZ,9437
1,CZ,9458
1,CZ,9479
1,CZ,9500
1,CZ,9521
1,CZ,9542
1,CZ,9563
1,CZ,9584
1,CZ,9605
1,CZ,9626
1,CZ,9647
1,CZ,9668
1,CZ,9689
1,CZ,9710
1,CZ,9731
1,CZ,9752
1,CZ,9773
1,CZ,9794
1,CZ,9814
1,CZ,9834
1,CZ,9854
1,CZ,9874
1,CZ,9894
1,CZ,9914
1,CZ,9934
1,CZ,9954
1,CZ,9974
1,CZ,9994
1,CZ,10014
1,CZ,10034
1,CZ,10054
1,CZ,10074
1,DE,10094
1,DE,10115
1,DE,10136
1,DE,10157
1,DE,10178
1,DE,10199
1,DE,10220
1,DE,10241
1,DE,10262
1,DE,10283
1,DE,10304
1,DE,10325
1,DE,10346
1,DE,10367
1,DE,10388
1,DE,10409
1,DE,10430
1,DE,10451
1,DE,10472
1,DE,10493
1,DE,10514
1,DE,10535
1,DE,10556
1,DE,10577
1,DE,10598
1,DE,10619
1,DE,10640
1,DE,10661
1,DE,10682
1,DE,10703
1,DE,10724
1,DE,10745
1,DE,10766
1,DE,10787
1,DE,10808
1,DE,10829
1,DE,10850
1,DE,10871
1,DE,10892
1,DE,10913
1,DE,10934
1,DE,10955
1,DE,10976
1,DE,10997
1,DE,11018
1,DE,11039
1,DE,11060
1,DE,11081
1,DE,11102
1,DE,11123
1,DE,11144
1,DE,11165
1,DE,11186
1,DE,11207
1,DE,11228
1,DE,11249
1,DE_TOT,11270
1,DE_TOT,11295
1,DE_TOT,11320
1,DE_TOT,11345
1,DE_TOT,11370
1,DE_TOT,11395
1,DE_TOT,11420
1,DE_TOT,11445
1,DE_TOT,11470
1,DE_TOT,11495
1,DE_TOT,11520
1,DE_TOT,11545
1,DE_TOT,11570
1,DE_TOT,11595
1,DE_TOT,11620
1,DE_TOT,11645
1,DE_TOT,11670
1,DE_TOT,11695
1,DE_TOT,11720
1,DE_TOT,11745
1,DE_TOT,11770
1,DE_TOT,11795
1,DE_TOT,11820
1,DE_TOT,11845
1,DE_TOT,11870
1,DE_TOT,11895
1,DE_TOT,11920
1,DE_TOT,11945
1,DE_TOT,11970
1,DE_TOT,11995
1,DE_TOT,12020
1,DE_TOT,12045
1,DE_TOT,12070
1,DE_TOT,12095
1,DE_TOT,12120
1,DE_TOT,12145
1,DE_TOT,12170
1,DE_TOT,12195
1,DE_TOT,12220
1,DE_TOT,12245
1,DE_TOT,12270
1,DE_TOT,12295
1,DE_TOT,12320
1,DE_TOT,12345
1,DE_TOT,12370
1,DE_TOT,12395
1,DE_TOT,12420
1,DE_TOT,12445
1,DE_TOT,12470
1,DE_TOT,12495
1,DE_TOT,12520
1,DE_TOT,12545
1,DE_TOT,12570
1,DE_TOT,12595
1,DE_TOT,12620
1,DE_TOT,12645
1,DK,12670
1,DK,12690
1,DK,12710
1,DK,12730
1,DK,12750
1,DK,12770
1,DK,12790
1,DK,12810
1,DK,12830
1,DK,12850
1,DK,12870
1,DK,12890
1,DK,12910
1,DK,12930
1,DK,12950
1,DK,12970
1,DK,12990
1,DK,13010
1,DK,13030
1,DK,13050
1,DK,13070
1,DK,13090
1,DK,13110
1,DK,13130
1,DK,13150
1,DK,13170
1,DK,13190
1,DK,13210
1,DK,13230
1,DK,13250
1,DK,13270
1,DK,13290
1,DK,13310
1,DK,13330
1,DK,13350
1,DK,13370
1,DK,13390
1,DK,13410
1,DK,13430
1,DK,13450
1,DK,13470
1,DK,13490
1,DK,13510
